"City","Date","Retail_Recreation","Grocery_Pharmacy","Parks","Transit_Stations","Workplaces","Residential"
"Brisbane","2020-09-09",-14,-7,4,-43,-20,8
"Brisbane","2020-09-10",-17,-8,-15,-45,-19,7
"Brisbane","2020-09-11",-11,-4,-7,-44,-17,7
"Brisbane","2020-09-12",-5,-5,19,-43,-8,3
"Brisbane","2020-09-13",-9,-7,12,-51,-18,3
"Brisbane","2020-09-14",-13,-7,-4,-46,-15,6
"Brisbane","2020-09-15",-13,-5,9,-46,-15,6
"Brisbane","2020-09-16",-12,-6,7,-42,-18,7
"Brisbane","2020-09-17",-14,-7,5,-44,-18,6
"Brisbane","2020-09-18",-10,-6,-5,-42,-17,6
"Brisbane","2020-09-19",-7,-7,10,-40,-9,2
"Brisbane","2020-09-20",-9,-9,10,-48,-17,2
"Brisbane","2020-09-21",-11,-8,-7,-48,-26,8
"Brisbane","2020-09-22",-14,-7,2,-48,-26,8
"Brisbane","2020-09-23",-13,-8,-3,-45,-27,9
"Brisbane","2020-09-24",-13,-7,-7,-45,-27,7
"Brisbane","2020-09-25",-11,-6,-13,-45,-26,7
"Brisbane","2020-09-26",-9,-8,-8,-43,-8,2
"Brisbane","2020-09-27",-10,-11,-6,-49,-18,1
"Brisbane","2020-09-28",-12,-7,-16,-49,-26,8
"Brisbane","2020-09-29",-13,-6,-7,-49,-26,8
"Brisbane","2020-09-30",-12,-6,-7,-46,-28,8
"Brisbane","2020-10-01",-13,-4,-8,-47,-26,7
"Brisbane","2020-10-02",-9,-3,-12,-44,-26,6
"Brisbane","2020-10-03",-10,-8,-5,-39,-11,1
"Brisbane","2020-10-04",-7,-12,-4,-44,-18,0
"Brisbane","2020-10-05",-19,-12,11,-67,-75,16
"Brisbane","2020-10-06",-14,2,-10,-44,-15,6
"Brisbane","2020-10-07",-14,-4,-5,-41,-15,6
"Brisbane","2020-10-08",-15,-3,-8,-42,-14,6
"Brisbane","2020-10-09",-11,-5,-11,-41,-12,5
"Brisbane","2020-10-10",-5,-3,12,-38,-3,3
"Brisbane","2020-10-11",-8,-6,0,-46,-14,3
"Brisbane","2020-10-12",-14,-5,-16,-43,-13,6
"Brisbane","2020-10-13",-15,-6,-4,-43,-13,6
"Brisbane","2020-10-14",-14,-5,-15,-41,-15,7
"Brisbane","2020-10-15",-13,-3,-7,-41,-14,6
"Brisbane","2020-10-16",-6,-2,-7,-37,-13,5
"Brisbane","2020-10-17",-4,-3,7,-37,-6,3
"Brisbane","2020-10-18",-8,-6,-6,-45,-16,3
"Brisbane","2020-10-19",-12,-4,-15,-43,-13,6
"Brisbane","2020-10-20",-13,-4,-4,-43,-13,6
"Brisbane","2020-10-21",-12,-5,-12,-40,-14,7
"Brisbane","2020-10-22",-12,-3,-16,-41,-14,6
"Brisbane","2020-10-23",-8,-2,-9,-40,-12,5
"Brisbane","2020-10-24",-5,-4,-27,-43,-7,4
"Brisbane","2020-10-25",-7,-5,-33,-49,-16,4
"Brisbane","2020-10-26",-11,-2,-20,-43,-12,6
"Brisbane","2020-10-27",-19,-11,-35,-43,-14,8
"Brisbane","2020-10-28",-14,-3,-29,-41,-15,8
"Brisbane","2020-10-29",-10,2,-12,-40,-13,5
"Brisbane","2020-10-30",-6,2,-9,-38,-11,4
"Brisbane","2020-10-31",-7,0,-19,-38,-6,4
"Brisbane","2020-11-01",-4,-5,-8,-43,-14,2
"Brisbane","2020-11-02",-11,-2,-19,-43,-12,6
"Brisbane","2020-11-03",-11,-4,-7,-42,-12,5
"Brisbane","2020-11-04",-12,-3,-11,-41,-14,7
"Brisbane","2020-11-05",-14,-4,-20,-42,-14,6
"Brisbane","2020-11-06",-8,-1,-13,-41,-12,5
"Brisbane","2020-11-07",-1,-1,-4,-37,-4,2
"Brisbane","2020-11-08",-4,-2,-18,-48,-15,3
"Brisbane","2020-11-09",-12,-3,-18,-43,-11,6
"Brisbane","2020-11-10",-11,-1,-7,-42,-12,6
"Brisbane","2020-11-11",-10,0,-9,-40,-14,6
"Brisbane","2020-11-12",-10,1,-12,-41,-13,5
"Brisbane","2020-11-13",-7,2,-18,-40,-12,5
"Brisbane","2020-11-14",-4,0,-9,-43,-6,2
"Brisbane","2020-11-15",-4,-3,-13,-47,-15,1
"Brisbane","2020-11-16",-10,1,-23,-43,-12,5
"Brisbane","2020-11-17",-13,-1,-23,-42,-12,6
"Brisbane","2020-11-18",-4,0,-11,-35,-13,5
"Brisbane","2020-11-19",-9,1,-12,-40,-13,4
"Brisbane","2020-11-20",-5,1,-14,-38,-12,4
"Brisbane","2020-11-21",-2,1,-3,-39,-5,2
"Brisbane","2020-11-22",-4,-2,-15,-43,-14,1
"Brisbane","2020-11-23",-10,-1,-23,-41,-12,5
"Brisbane","2020-11-24",-12,-3,-19,-42,-12,6
"Brisbane","2020-11-25",-8,1,-10,-39,-13,5
"Brisbane","2020-11-26",-7,2,-14,-39,-13,4
"Brisbane","2020-11-27",-1,4,-14,-36,-12,3
"Brisbane","2020-11-28",-1,1,-8,-37,-4,1
"Brisbane","2020-11-29",-1,-1,-22,-43,-14,1
"Brisbane","2020-11-30",-7,2,-24,-42,-13,5
"Brisbane","2020-12-01",-8,2,-11,-40,-13,5
"Brisbane","2020-12-02",-7,1,-17,-37,-14,5
"Brisbane","2020-12-03",-6,5,-15,-38,-14,4
"Brisbane","2020-12-04",-2,3,-14,-35,-12,3
"Brisbane","2020-12-05",0,3,-13,-32,-2,0
"Brisbane","2020-12-06",-2,0,-22,-39,-13,1
"Brisbane","2020-12-07",-8,2,-38,-39,-16,5
"Brisbane","2020-12-08",-4,5,-12,-40,-14,4
"Brisbane","2020-12-09",-3,2,-8,-36,-16,5
"Brisbane","2020-12-10",-2,5,-12,-36,-19,4
"Brisbane","2020-12-11",-2,3,-26,-33,-18,4
"Brisbane","2020-12-12",1,4,-37,-34,-3,2
"Brisbane","2020-12-13",-5,-5,-66,-45,-16,4
"Brisbane","2020-12-14",-8,0,-54,-45,-22,8
"Brisbane","2020-12-15",-2,7,-19,-39,-20,6
"Brisbane","2020-12-16",0,4,-26,-36,-20,6
"Brisbane","2020-12-17",1,10,-26,-35,-20,5
"Brisbane","2020-12-18",3,8,-18,-31,-18,4
"Brisbane","2020-12-19",1,6,-19,-26,-2,0
"Brisbane","2020-12-20",2,1,-27,-33,-11,0
"Brisbane","2020-12-21",10,16,-19,-40,-30,6
"Brisbane","2020-12-22",10,21,-20,-43,-32,7
"Brisbane","2020-12-23",18,38,-13,-38,-37,6
"Brisbane","2020-12-24",-2,46,-22,-49,-52,8
"Brisbane","2020-12-25",-78,-81,-35,-76,-86,14
"Brisbane","2020-12-26",-26,-25,-36,-47,-35,3
"Brisbane","2020-12-27",-9,-16,-22,-40,-23,0
"Brisbane","2020-12-28",-12,-9,-11,-63,-77,15
"Brisbane","2020-12-29",-4,8,-8,-56,-62,12
"Brisbane","2020-12-30",-3,9,-24,-54,-61,14
"Brisbane","2020-12-31",-3,23,-8,-52,-61,9
"Melbourne","2020-02-15",1,-1,-31,6,0,2
"Melbourne","2020-02-16",3,7,-8,2,-2,0
"Melbourne","2020-02-17",3,9,-1,10,7,-2
"Melbourne","2020-02-18",0,-2,-23,4,6,1
"Melbourne","2020-02-19",8,4,-19,5,4,1
"Melbourne","2020-02-20",12,8,-1,8,5,-1
"Melbourne","2020-02-21",10,13,8,12,7,-2
"Melbourne","2020-02-22",24,9,18,25,4,-1
"Melbourne","2020-02-23",16,7,12,15,-2,-2
"Melbourne","2020-02-24",4,5,-19,9,7,0
"Melbourne","2020-02-25",5,6,-3,8,5,0
"Melbourne","2020-02-26",6,10,2,9,5,0
"Melbourne","2020-02-27",5,5,-10,8,7,0
"Melbourne","2020-02-28",16,16,16,17,7,-2
"Melbourne","2020-02-29",14,10,20,22,4,-1
"Melbourne","2020-03-01",3,6,-11,7,-1,0
"Melbourne","2020-03-02",7,13,-13,14,9,-1
"Melbourne","2020-03-03",8,13,-5,7,6,0
"Melbourne","2020-03-04",2,11,-21,7,5,1
"Melbourne","2020-03-05",-2,4,-37,10,4,2
"Melbourne","2020-03-06",4,19,15,10,6,-2
"Melbourne","2020-03-07",6,10,31,18,0,0
"Melbourne","2020-03-08",16,12,56,35,-6,-3
"Melbourne","2020-03-09",-19,-11,69,-41,-65,12
"Melbourne","2020-03-10",-1,9,-2,5,4,1
"Melbourne","2020-03-11",-2,12,-11,5,4,2
"Melbourne","2020-03-12",-1,14,-5,8,3,2
"Melbourne","2020-03-13",-6,19,-8,2,2,4
"Melbourne","2020-03-14",-10,13,-13,-7,1,5
"Melbourne","2020-03-15",-20,14,-38,-20,-6,5
"Melbourne","2020-03-16",-15,34,-20,-10,-6,6
"Melbourne","2020-03-17",-26,21,-27,-27,-16,11
"Melbourne","2020-03-18",-39,-4,-45,-37,-24,15
"Melbourne","2020-03-19",-44,-3,-47,-42,-29,17
"Melbourne","2020-03-20",-49,-5,-41,-43,-30,18
"Melbourne","2020-03-21",-54,-17,-53,-47,-19,14
"Melbourne","2020-03-22",-58,-20,-66,-55,-24,12
"Melbourne","2020-03-23",-59,-18,-59,-58,-43,22
"Melbourne","2020-03-24",-71,-37,-57,-70,-56,29
"Melbourne","2020-03-25",-76,-45,-68,-74,-60,31
"Melbourne","2020-03-26",-77,-43,-58,-76,-63,32
"Melbourne","2020-03-27",-80,-41,-50,-76,-62,33
"Melbourne","2020-03-28",-80,-41,-57,-74,-49,22
"Melbourne","2020-03-29",-82,-51,-74,-78,-53,20
"Melbourne","2020-03-30",-78,-46,-60,-78,-66,31
"Melbourne","2020-03-31",-80,-51,-59,-81,-68,33
"Melbourne","2020-04-01",-81,-57,-67,-82,-69,34
"Melbourne","2020-04-02",-83,-58,-79,-83,-70,37
"Melbourne","2020-04-03",-83,-46,-63,-81,-68,36
"Melbourne","2020-04-04",-85,-49,-83,-79,-54,27
"Melbourne","2020-04-05",-84,-51,-85,-82,-57,22
"Melbourne","2020-04-06",-80,-48,-68,-81,-68,32
"Melbourne","2020-04-07",-81,-50,-69,-82,-69,35
"Melbourne","2020-04-08",-81,-53,-69,-82,-69,35
"Melbourne","2020-04-09",-80,-40,-64,-82,-69,33
"Melbourne","2020-04-10",-93,-78,-64,-91,-86,43
"Melbourne","2020-04-11",-85,-40,-83,-82,-60,27
"Melbourne","2020-04-12",-86,-54,-76,-83,-60,22
"Melbourne","2020-04-13",-85,-56,-58,-90,-86,36
"Melbourne","2020-04-14",-81,-51,-66,-83,-70,34
"Melbourne","2020-04-15",-82,-56,-70,-83,-70,35
"Melbourne","2020-04-16",-82,-50,-71,-82,-68,35
"Melbourne","2020-04-17",-83,-46,-68,-81,-67,36
"Melbourne","2020-04-18",-83,-42,-72,-77,-49,25
"Melbourne","2020-04-19",-81,-45,-67,-78,-53,20
"Melbourne","2020-04-20",-81,-51,-70,-81,-68,32
"Melbourne","2020-04-21",-80,-49,-66,-81,-68,34
"Melbourne","2020-04-22",-81,-54,-71,-81,-67,34
"Melbourne","2020-04-23",-81,-51,-72,-81,-67,35
"Melbourne","2020-04-24",-82,-42,-58,-80,-65,34
"Melbourne","2020-04-25",-84,-53,-64,-78,-55,24
"Melbourne","2020-04-26",-81,-40,-77,-78,-52,20
"Melbourne","2020-04-27",-80,-48,-64,-81,-66,31
"Melbourne","2020-04-28",-80,-49,-67,-82,-66,34
"Melbourne","2020-04-29",-83,-61,-83,-82,-68,36
"Melbourne","2020-04-30",-81,-48,-73,-81,-66,34
"Melbourne","2020-05-01",-84,-46,-73,-81,-65,36
"Melbourne","2020-05-02",-82,-40,-76,-75,-47,24
"Melbourne","2020-05-03",-80,-41,-68,-76,-48,19
"Melbourne","2020-05-04",-79,-47,-67,-79,-65,30
"Melbourne","2020-05-05",-78,-46,-52,-79,-64,32
"Melbourne","2020-05-06",-80,-53,-65,-79,-65,33
"Melbourne","2020-05-07",-80,-45,-63,-79,-64,33
"Melbourne","2020-05-08",-81,-38,-52,-78,-63,33
"Melbourne","2020-05-09",-81,-39,-79,-75,-45,24
"Melbourne","2020-05-10",-78,-39,-66,-74,-46,17
"Melbourne","2020-05-11",-78,-46,-63,-79,-64,30
"Melbourne","2020-05-12",-77,-44,-62,-78,-63,32
"Melbourne","2020-05-13",-78,-51,-67,-78,-64,32
"Melbourne","2020-05-14",-77,-44,-61,-77,-63,32
"Melbourne","2020-05-15",-79,-37,-50,-75,-62,31
"Melbourne","2020-05-16",-74,-32,-42,-64,-41,16
"Melbourne","2020-05-17",-73,-34,-43,-67,-42,13
"Melbourne","2020-05-18",-75,-41,-52,-75,-61,28
"Melbourne","2020-05-19",-76,-44,-59,-77,-62,30
"Melbourne","2020-05-20",-76,-47,-66,-77,-64,31
"Melbourne","2020-05-21",-78,-47,-74,-77,-63,33
"Melbourne","2020-05-22",-78,-35,-54,-74,-61,31
"Melbourne","2020-05-23",-75,-34,-75,-66,-41,19
"Melbourne","2020-05-24",-72,-34,-55,-65,-41,13
"Melbourne","2020-05-25",-73,-40,-51,-74,-61,27
"Melbourne","2020-05-26",-73,-41,-46,-74,-60,29
"Melbourne","2020-05-27",-74,-46,-60,-74,-60,30
"Melbourne","2020-05-28",-74,-39,-56,-74,-59,30
"Melbourne","2020-05-29",-75,-33,-43,-71,-58,29
"Melbourne","2020-05-30",-70,-26,-39,-58,-34,15
"Melbourne","2020-05-31",-69,-31,-51,-64,-33,13
"Melbourne","2020-06-01",-72,-48,-76,-73,-59,28
"Melbourne","2020-06-02",-69,-38,-60,-72,-57,28
"Melbourne","2020-06-03",-69,-45,-64,-72,-58,29
"Melbourne","2020-06-04",-68,-39,-55,-71,-56,27
"Melbourne","2020-06-05",-68,-32,-46,-68,-55,26
"Melbourne","2020-06-06",-56,-28,-40,-43,-30,13
"Melbourne","2020-06-07",-58,-34,-63,-58,-31,9
"Melbourne","2020-06-08",-65,-43,-46,-80,-77,24
"Melbourne","2020-06-09",-66,-39,-54,-72,-55,26
"Melbourne","2020-06-10",-66,-47,-58,-70,-55,27
"Melbourne","2020-06-11",-66,-40,-57,-69,-53,27
"Melbourne","2020-06-12",-66,-32,-45,-67,-52,25
"Melbourne","2020-06-13",-57,-25,-52,-52,-23,14
"Melbourne","2020-06-14",-57,-28,-58,-56,-22,11
"Melbourne","2020-06-15",-63,-37,-52,-68,-55,24
"Melbourne","2020-06-16",-65,-40,-55,-69,-54,27
"Melbourne","2020-06-17",-65,-45,-58,-69,-53,26
"Melbourne","2020-06-18",-63,-37,-51,-68,-53,26
"Melbourne","2020-06-19",-63,-32,-42,-65,-51,24
"Melbourne","2020-06-20",-53,-24,-44,-48,-21,11
"Melbourne","2020-06-21",-60,-32,-66,-58,-25,11
"Melbourne","2020-06-22",-65,-41,-68,-69,-56,25
"Melbourne","2020-06-23",-63,-38,-54,-69,-55,26
"Melbourne","2020-06-24",-64,-43,-59,-69,-53,26
"Melbourne","2020-06-25",-65,-40,-62,-70,-53,26
"Melbourne","2020-06-26",-65,-32,-48,-67,-51,25
"Melbourne","2020-06-27",-56,-26,-50,-52,-20,13
"Melbourne","2020-06-28",-56,-32,-51,-57,-19,10
"Melbourne","2020-06-29",-62,-38,-52,-69,-55,23
"Melbourne","2020-06-30",-63,-41,-58,-72,-55,26
"Melbourne","2020-07-01",-64,-45,-58,-72,-56,26
"Melbourne","2020-07-02",-66,-42,-61,-73,-56,27
"Melbourne","2020-07-03",-70,-41,-67,-72,-54,27
"Melbourne","2020-07-04",-60,-33,-72,-61,-19,15
"Melbourne","2020-07-05",-63,-37,-71,-64,-21,12
"Melbourne","2020-07-06",-67,-43,-68,-74,-58,25
"Melbourne","2020-07-07",-64,-40,-64,-74,-57,26
"Melbourne","2020-07-08",-62,-44,-59,-73,-55,24
"Melbourne","2020-07-09",-79,-50,-67,-80,-63,32
"Melbourne","2020-07-10",-81,-43,-63,-79,-61,33
"Melbourne","2020-07-11",-82,-50,-84,-78,-38,26
"Melbourne","2020-07-12",-78,-46,-74,-77,-36,19
"Melbourne","2020-07-13",-77,-48,-65,-78,-61,29
"Melbourne","2020-07-14",-77,-49,-64,-79,-61,31
"Melbourne","2020-07-15",-79,-53,-67,-79,-61,32
"Melbourne","2020-07-16",-80,-49,-68,-80,-61,32
"Melbourne","2020-07-17",-81,-44,-63,-79,-61,33
"Melbourne","2020-07-18",-80,-42,-72,-77,-35,23
"Melbourne","2020-07-19",-80,-46,-72,-79,-36,19
"Melbourne","2020-07-20",-80,-51,-72,-81,-62,30
"Melbourne","2020-07-21",-79,-51,-69,-81,-62,32
"Melbourne","2020-07-22",-81,-57,-72,-81,-62,33
"Melbourne","2020-07-23",-82,-54,-71,-81,-63,34
"Melbourne","2020-07-24",-83,-48,-62,-81,-61,34
"Melbourne","2020-07-25",-81,-45,-69,-76,-35,24
"Melbourne","2020-07-26",-81,-48,-73,-79,-38,19
"Melbourne","2020-07-27",-80,-53,-72,-80,-64,31
"Melbourne","2020-07-28",-80,-52,-63,-82,-64,32
"Melbourne","2020-07-29",-81,-57,-68,-82,-64,33
"Melbourne","2020-07-30",-81,-52,-66,-82,-64,33
"Melbourne","2020-07-31",-83,-48,-60,-81,-62,33
"Melbourne","2020-08-01",-79,-42,-59,-76,-33,23
"Melbourne","2020-08-02",-79,-38,-65,-78,-34,18
"Melbourne","2020-08-03",-84,-59,-75,-84,-66,32
"Melbourne","2020-08-04",-83,-60,-76,-85,-67,35
"Melbourne","2020-08-05",-84,-61,-80,-85,-67,35
"Melbourne","2020-08-06",-88,-62,-76,-88,-72,38
"Melbourne","2020-08-07",-89,-59,-77,-87,-71,39
"Melbourne","2020-08-08",-89,-58,-80,-85,-49,28
"Melbourne","2020-08-09",-87,-56,-73,-84,-46,22
"Melbourne","2020-08-10",-87,-60,-70,-87,-72,35
"Melbourne","2020-08-11",-87,-62,-71,-88,-73,37
"Melbourne","2020-08-12",-87,-64,-74,-88,-72,38
"Melbourne","2020-08-13",-87,-62,-71,-88,-72,38
"Melbourne","2020-08-14",-89,-58,-76,-87,-71,39
"Melbourne","2020-08-15",-87,-53,-66,-83,-46,26
"Melbourne","2020-08-16",-87,-57,-74,-84,-46,22
"Melbourne","2020-08-17",-87,-61,-72,-88,-73,34
"Melbourne","2020-08-18",-86,-61,-69,-88,-72,37
"Melbourne","2020-08-19",-88,-67,-81,-88,-72,39
"Melbourne","2020-08-20",-87,-61,-75,-88,-71,38
"Melbourne","2020-08-21",-88,-56,-70,-87,-70,38
"Melbourne","2020-08-22",-90,-63,-88,-85,-51,29
"Melbourne","2020-08-23",-87,-56,-82,-85,-46,22
"Melbourne","2020-08-24",-86,-59,-71,-87,-71,35
"Melbourne","2020-08-25",-86,-60,-70,-88,-71,37
"Melbourne","2020-08-26",-87,-62,-70,-88,-71,37
"Melbourne","2020-08-27",-87,-61,-72,-88,-72,38
"Melbourne","2020-08-28",-88,-54,-59,-86,-69,37
"Melbourne","2020-08-29",-86,-49,-55,-81,-45,25
"Melbourne","2020-08-30",-86,-55,-74,-83,-46,21
"Melbourne","2020-08-31",-86,-58,-68,-87,-71,34
"Melbourne","2020-09-01",-85,-57,-62,-87,-71,36
"Melbourne","2020-09-02",-87,-61,-71,-87,-71,37
"Melbourne","2020-09-03",-86,-58,-69,-88,-71,37
"Melbourne","2020-09-04",-87,-53,-62,-86,-69,36
"Melbourne","2020-09-05",-86,-48,-59,-82,-45,25
"Melbourne","2020-09-06",-84,-51,-55,-81,-42,19
"Melbourne","2020-09-07",-85,-56,-60,-86,-71,32
"Melbourne","2020-09-08",-86,-60,-72,-87,-72,36
"Melbourne","2020-09-09",-86,-61,-67,-86,-71,36
"Melbourne","2020-09-10",-86,-56,-58,-87,-70,35
"Melbourne","2020-09-11",-87,-53,-55,-85,-68,36
"Melbourne","2020-09-12",-88,-54,-81,-84,-47,27
"Melbourne","2020-09-13",-84,-47,-52,-81,-42,19
"Melbourne","2020-09-14",-85,-55,-54,-86,-68,32
"Melbourne","2020-09-15",-84,-54,-49,-86,-68,34
"Melbourne","2020-09-16",-85,-59,-57,-85,-68,35
"Melbourne","2020-09-17",-86,-56,-67,-87,-69,36
"Melbourne","2020-09-18",-87,-51,-56,-85,-66,35
"Melbourne","2020-09-19",-84,-46,-38,-80,-41,22
"Melbourne","2020-09-20",-84,-49,-46,-81,-40,18
"Melbourne","2020-09-21",-84,-52,-52,-85,-68,31
"Melbourne","2020-09-22",-85,-55,-61,-86,-69,35
"Melbourne","2020-09-23",-86,-59,-69,-86,-68,35
"Melbourne","2020-09-24",-86,-55,-65,-87,-68,36
"Melbourne","2020-09-25",-88,-55,-76,-86,-67,37
"Melbourne","2020-09-26",-86,-47,-67,-82,-40,25
"Melbourne","2020-09-27",-84,-46,-46,-81,-37,18
"Melbourne","2020-09-28",-84,-51,-51,-85,-67,31
"Melbourne","2020-09-29",-84,-52,-50,-85,-66,33
"Melbourne","2020-09-30",-85,-57,-68,-85,-68,34
"Melbourne","2020-10-01",-84,-50,-50,-85,-64,33
"Melbourne","2020-10-02",-85,-47,-25,-82,-62,32
"Melbourne","2020-10-03",-83,-42,-22,-77,-35,20
"Melbourne","2020-10-04",-83,-48,-52,-79,-37,18
"Melbourne","2020-10-05",-84,-52,-68,-83,-67,32
"Melbourne","2020-10-06",-84,-56,-71,-85,-67,34
"Melbourne","2020-10-07",-85,-58,-75,-84,-66,34
"Melbourne","2020-10-08",-85,-55,-73,-85,-66,34
"Melbourne","2020-10-09",-86,-48,-58,-83,-62,33
"Melbourne","2020-10-10",-83,-41,-33,-77,-31,20
"Melbourne","2020-10-11",-81,-44,-40,-78,-35,17
"Melbourne","2020-10-12",-82,-50,-49,-83,-64,29
"Melbourne","2020-10-13",-83,-53,-59,-84,-65,32
"Melbourne","2020-10-14",-83,-56,-51,-82,-63,31
"Melbourne","2020-10-15",-85,-55,-71,-84,-64,33
"Melbourne","2020-10-16",-85,-48,-58,-82,-60,32
"Melbourne","2020-10-17",-83,-41,-56,-78,-34,22
"Melbourne","2020-10-18",-81,-45,-53,-79,-33,17
"Melbourne","2020-10-19",-78,-48,-49,-80,-62,28
"Melbourne","2020-10-20",-79,-47,-43,-81,-62,30
"Melbourne","2020-10-21",-80,-54,-54,-80,-62,31
"Melbourne","2020-10-22",-79,-44,-42,-80,-60,28
"Melbourne","2020-10-23",-83,-42,-32,-85,-76,34
"Melbourne","2020-10-24",-81,-38,-68,-77,-35,22
"Melbourne","2020-10-25",-77,-39,-49,-73,-34,16
"Melbourne","2020-10-26",-79,-47,-50,-79,-62,27
"Melbourne","2020-10-27",-79,-48,-53,-80,-61,29
"Melbourne","2020-10-28",-69,-48,-52,-74,-57,25
"Melbourne","2020-10-29",-71,-45,-59,-76,-58,26
"Melbourne","2020-10-30",-71,-38,-49,-71,-54,23
"Melbourne","2020-10-31",-59,-24,-44,-54,-19,12
"Melbourne","2020-11-01",-56,-25,-28,-55,-21,8
"Melbourne","2020-11-02",-60,-34,-32,-71,-62,20
"Melbourne","2020-11-03",-63,-47,-11,-79,-76,23
"Melbourne","2020-11-04",-73,-54,-75,-76,-60,27
"Melbourne","2020-11-05",-69,-44,-62,-76,-58,26
"Melbourne","2020-11-06",-68,-39,-53,-71,-55,24
"Melbourne","2020-11-07",-54,-22,-43,-53,-19,12
"Melbourne","2020-11-08",-53,-27,-28,-56,-19,8
"Melbourne","2020-11-09",-65,-38,-41,-70,-57,21
"Melbourne","2020-11-10",-65,-39,-46,-71,-58,22
"Melbourne","2020-11-11",-70,-49,-67,-72,-58,25
"Melbourne","2020-11-12",-66,-40,-54,-72,-56,23
"Melbourne","2020-11-13",-64,-34,-45,-67,-54,20
"Melbourne","2020-11-14",-49,-21,-29,-45,-17,6
"Melbourne","2020-11-15",-53,-29,-51,-52,-20,5
"Melbourne","2020-11-16",-66,-38,-50,-71,-57,21
"Melbourne","2020-11-17",-64,-39,-49,-70,-57,23
"Melbourne","2020-11-18",-65,-45,-51,-69,-55,22
"Melbourne","2020-11-19",-65,-41,-54,-71,-55,22
"Melbourne","2020-11-20",-61,-33,-36,-65,-52,18
"Melbourne","2020-11-21",-45,-21,-24,-43,-17,6
"Melbourne","2020-11-22",-52,-30,-59,-53,-22,7
"Melbourne","2020-11-23",-64,-39,-59,-70,-56,21
"Melbourne","2020-11-24",-61,-37,-43,-69,-55,21
"Melbourne","2020-11-25",-61,-43,-49,-66,-53,20
"Melbourne","2020-11-26",-60,-38,-49,-68,-52,19
"Melbourne","2020-11-27",-53,-31,-32,-59,-50,15
"Melbourne","2020-11-28",-40,-22,-28,-36,-13,4
"Melbourne","2020-11-29",-44,-25,-52,-43,-15,4
"Melbourne","2020-11-30",-58,-36,-44,-64,-52,17
"Melbourne","2020-12-01",-61,-39,-52,-67,-53,20
"Melbourne","2020-12-02",-58,-39,-49,-64,-52,19
"Melbourne","2020-12-03",-57,-36,-42,-65,-51,18
"Melbourne","2020-12-04",-53,-29,-19,-57,-48,15
"Melbourne","2020-12-05",-40,-21,-37,-36,-13,5
"Melbourne","2020-12-06",-43,-21,-44,-42,-14,4
"Melbourne","2020-12-07",-60,-38,-62,-67,-54,18
"Melbourne","2020-12-08",-56,-34,-48,-65,-51,19
"Melbourne","2020-12-09",-53,-37,-43,-61,-50,17
"Melbourne","2020-12-10",-52,-35,-42,-63,-50,17
"Melbourne","2020-12-11",-47,-29,-4,-52,-47,13
"Melbourne","2020-12-12",-33,-19,-6,-27,-7,2
"Melbourne","2020-12-13",-39,-23,-31,-37,-12,1
"Melbourne","2020-12-14",-54,-32,-43,-61,-52,16
"Melbourne","2020-12-15",-52,-35,-41,-62,-52,17
"Melbourne","2020-12-16",-48,-37,-40,-59,-49,16
"Melbourne","2020-12-17",-47,-34,-41,-59,-48,16
"Melbourne","2020-12-18",-42,-25,-10,-49,-46,12
"Melbourne","2020-12-19",-32,-16,-19,-27,-5,2
"Melbourne","2020-12-20",-33,-22,-24,-33,-6,0
"Melbourne","2020-12-21",-45,-30,-43,-61,-54,14
"Melbourne","2020-12-22",-46,-31,-54,-65,-55,18
"Melbourne","2020-12-23",-40,-19,-34,-59,-53,13
"Melbourne","2020-12-24",-50,-9,-36,-66,-59,11
"Melbourne","2020-12-25",-77,-73,-23,-73,-81,13
"Melbourne","2020-12-26",-39,-35,-40,-34,-25,1
"Melbourne","2020-12-27",-41,-32,-57,-41,-17,2
"Melbourne","2020-12-28",-42,-33,-32,-68,-73,14
"Melbourne","2020-12-29",-45,-28,-28,-67,-65,14
"Melbourne","2020-12-30",-49,-38,-42,-67,-64,15
"Melbourne","2020-12-31",-49,-21,-35,-66,-64,12
